,Find,Gender,Age,Name,MissingDay,Location,Description,IMG
186,앵무새 , 암컷 , 1살미만 , 이름(코뉴어),2019-10-10,경상남도 창원시 의창구 명서동임마누엘교회부근(명곡도서관창천교회),블루옐로사이드코뉴어 등은 청록색 가슴은 노란색 순하고 사람을 잘 따르며 어깨나 손을 좋아함 숫자적힌 발목링 착용 모이로 유인하변 잘옴,http://www.angel.or.kr/report/other/upImg/1570707976_933702475.jpg
187,앵무새 , 성별모름 , 2살 , 이름(해피),2019-10-03,전라남도 순천시 옥천동 솔향기맑은터 음식물 수거함 두는곳,"왕관앵무새, 겁도 많고 장난도 잘침",http://www.angel.or.kr/report/other/upImg/1570450990_392122653.jpg
188,앵무새 , 수컷 , 1살미만 , 이름(나리),2019-10-04,충청남도 천안시 서북구 쌍용동 연립치과의원 부근,3개월정도 됐습니다 도시가 처음이라 겁이 많습니다 손바닥정도 작은 몸크기이며 머리위에 앉는걸 좋아합니다 노란색이고 등은 노랗고 연두색이고 얼굴 뺨은 주황빛입니다,http://www.angel.or.kr/report/other/upImg/1570366712_2116982859.jpg
189,앵무새 , 성별모름 , 1살 , 이름(썬더),2019-10-01,경기도 오산시 운암청구아파트 (오산시청 주변),사랑앵무 조그만 종과 거울을 엄청 좋아합니다. 사람과 아직 많이 친하지 않아 손을 잘 안탑니다. 겁이 많고 잘 놀랍니다.,http://www.angel.or.kr/report/other/upImg/1569934320_203614677.jpg
190,앵무새 , 수컷 , 10살 , 이름(미소),2019-09-26,울산광역시 동구 방어동(꽃바위) 빌라옥상,"화가나면 고개를 숙여 낮고 빠르게 달립니다. 겁이 많고, 낯선사람에게 잘 안가고, 입질을 합니다",http://www.angel.or.kr/report/other/upImg/1569679365_1988365565.jpg
191,앵무새 , 암컷 , 5살 , 이름(나리),2019-09-25,경기도 용인시 수지구 성복동 성당,왕관앵무 루티노 (노란색)입니다. 겁이 많고 예민해서 높은곳에 올라가 울고있을겁니다. 휫바람에 반응해요.,http://www.angel.or.kr/report/other/upImg/1569391113_1914155601.jpg
192,앵무새 , 수컷 , 11살 , 이름(삐루),2019-09-23,강원도 홍천군 동면 농협 하나로마트 부근,"왕관앵무, 사람 어깨에는 잘 앉는데 손은 무서워해서 붙잡으려고 하면 날아갈 수 있습니다. 휘파람 소리를 들으면 다가옵니다. 어깨에 앉았다면 실내로 이동해서 가둬주시고 연락주시면 감사하겠습니다. 윙컷이 안되어있어서 잘 날아다닙니다 울음소리가 아주 큽니다.",http://www.angel.or.kr/report/other/upImg/1569252586_524332538.jpg
193,앵무새 , 수컷 , 4살 , 이름(꾸꾸),2019-09-19,부산광역시 해운대구 마린시티 현대 하이페리온 아파트 부근,#NAME?,http://www.angel.or.kr/report/other/upImg/1569018679_793619054.jpg
194,앵무새 , 암컷 , 1살 , 이름(릴리),2019-09-16,서울특별시 광진구 뚝섬유원지역 분수대광장,부리가 크고 몸집이 매우 크고 꼬리가 긴 앵무새입니다. 배랑 목은 주황빛이도는 붉은색이고 등과 날개는 초록색과 파란색이 섞여있습니다.,http://www.angel.or.kr/report/other/upImg/1568652075_1800247003.jpg
195,앵무새 , 암컷 , 3살 , 이름(찬이),2019-09-13,서울특별시 관악구 낙성대역1번출구,하얀 비둘기처럼생긴 알비노 왕관앵무입니다. 주변에서 사람소리가들리면 크게 빼엥 하는 울음소리를 냅니다. 사람손을 무서워하고 잘 날아아다닙니다.,http://www.angel.or.kr/report/other/upImg/1568427680_1955753321.jpg
196,앵무새 , 성별모름 , 1살 , 이름(앵무새),2019-08-22,서울특별시 구로구 구로구청 앞 성원상떼뷰 8층,"코뉴어, 입 주댕이까매고 녹색깃털에 꼬리 빨간색",http://www.angel.or.kr/report/other/upImg/1566736904_1266915475.jpg
197,포유류(라쿤) , 수컷 , 1살 , 이름(오아),2019-08-07,서울특별시 마포구 서교동과 망원역 사이 부근,라쿤이고 초음파검가로 인해 배주위 털을 밀어두었습니다.,http://www.angel.or.kr/report/other/upImg/1565619482_434917439.jpg
198,앵무새 , 수컷 , 2살 , 이름(초롱이),2019-08-06,경기도 의왕시 의왕내손 이편한세상 1104동 앞에서 날라감,노란 목 마카우 앵무 목뒤에 노란 깃털이 듬성 듬성 나있으며 코리 깃털이 한쪽이 나고 있어 한쪽은 길고 한쪽은 짧음.,http://www.angel.or.kr/report/other/upImg/1565619489_899512789.jpg
199,포유류(라쿤) , 암컷 , 2살 , 이름(쿠미),2019-08-06,서울특별시 강남구 강남세브란스 부근 빌라촌 부근,"꼬리에 줄무늬가 있고 몸무게는 5키로 정도 되며 나무를 잘 탑니다. 사람, 비닐을 무서워하고 털은 검은 갈색 입니다. 중성화 수술자국이 배에 있습니다.",http://www.angel.or.kr/report/other/upImg/1565619496_1771454496.jpg
200,앵무새 , 암컷 , 1살 , 이름(팬지),2019-08-06,경상북도 김천시 복전2리 마을회관,빨간색 깃털에 발목에 링착요 연두색 하네스 착용,http://www.angel.or.kr/report/other/upImg/1565047797_1446593246.jpg
201,앵무새 , 수컷 , 1살 , 이름(포도),2019-08-03,"인천광역시 부평구 십정1동 ,근처에 십정녹지공원있습니다.","초록색깃털에 날갯쪽 파랑색,빨간색털이 조금있습니다.",http://www.angel.or.kr/report/other/upImg/1564848528_1363825778.jpg
202,앵무새 , 암컷 , 1살미만 , 이름(설기),2019-07-28,세종특별자치시 전체 소담동6단지,흰색에 푸른 무늬가 있는 아이 입니다. 부리는 노랑으로 암컷의 표시가 강합니다.,http://www.angel.or.kr/report/other/upImg/1565619543_1483103723.jpg
203,앵무새 , 수컷 , 1살미만 , 이름(당근이),2019-07-24,서울특별시 도봉구 도봉로154길 한국 재활용 센터 근처,모란앵무 하이브리드 당~근아~이름 부르면 눈에 힘을 주고 날개짓 하며 네!!하고 대답을 하고 어깨에 잘 올라 오고 휘파람과 뽀뽀뽀 소리에 즉각 반응 합니다 윙컷 했습니다,http://www.angel.or.kr/report/other/upImg/1565619552_1514579077.jpg
204,앵무새 , 암컷 , 나이모름 , 이름(앵무),2019-07-21,서울특별시 강동구 버거킹 길동사거리점 대각선 방향으로 맞은편 부근,모란앵무새입니다. 머리부분이 빨갛고 몸부분이 연두색입니다. 왼쪽 날개에서 젤 바깥쪽 깃털 두개 정도가 잘려있습니다.,http://www.angel.or.kr/report/other/upImg/1563750443_1954211284.jpg
205,앵무새 , 수컷 , 7살 , 이름(사자나미),2019-07-20,경기도 광명시 철산동 한신아파트101 동,휘파람 소리를 잘내고 초록색이며 이름 불러주면 소리질름 미카엘,http://www.angel.or.kr/report/other/upImg/1563690745_187945328.jpg
206,앵무새 , 암컷 , 1살 , 이름(노랑이),2019-07-17,서울특별시 노원구 미륭아파트 21동,노란색과 초록색 깃털을 가지고 있고 볼은 흰 깃털이다,http://www.angel.or.kr/report/other/upImg/1563361957_2060630197.jpg
207,앵무새 , 암컷 , 1살 , 이름(보스),2019-07-08,충청북도 청주시 흥덕구 봉명동 주공2단지아파트,"빨간머리,파란배,보라색날개",http://www.angel.or.kr/report/other/upImg/1562736464_997072236.jpg
208,앵무새 , 수컷 , 1살 , 이름(앵두),2019-07-09,서울특별시 은평구 신사동 (은평터널로11길10),"옐로우사이드 코뉴어, 머리는 어두운회색, 등(날개)은 초록색, 가슴은 붉은색과 노랑주황 섞임. 다리에 쇠고리 차고있음. 겁이많고 입질(물기)도 있음. 손으로 잡으려고 하지 말고, 바닥에 손을 탁탁치면 탁탁 걸어와서 손 위로 올라옵니다. 잡으려하면 겁을 내서 물거나 날아갑니다ㅠㅠ 너무너무 소중한, 가족같은 앵무새입니다. 목격하셨거나 보호하고 계시면 꼭 연락 부탁드립니다.",http://www.angel.or.kr/report/other/upImg/1562676486_1653196066.jpg
209,앵무새 , 수컷 , 6살 , 이름(늘늘이),2019-07-08,서울특별시 강서구 화곡역 알뜰주유소 인근 빌라 옥상에서 날아감,1. 회색빛 살짝 섞인 하늘색 깃털 2. 새소리를 들으면 크게 소리를 냄 3. 안녕하세요 등의 간단한 문장 구사 4. 손가락을 가까이 대면 손가락 위로 올라올 정도로 사람을 따름 5. 윙컷 안함,http://www.angel.or.kr/report/other/upImg/1562652418_567778372.jpg
210,앵무새 , 수컷 , 7살 , 이름(앵꼬),2019-07-06,경기도 수원시 영통구 광교 휴먼시아 아파트(60단지) 6007동,흰 몸통에 양뺨과 등에 파란 깃이 나있습니다. 한쪽 쇄골이 없어서 한 날개가 위로 올라가 있습니다. 윙컷은 하지 않았습니다.,http://www.angel.or.kr/report/other/upImg/1562414664_315703127.jpg
211,앵무새 , 암컷 , 1살 , 이름(무무),2019-07-05,부산광역시 강서구 명지오션시티 산책로 옆 퀸덤아파트201호 정류장 부근의 나무숲,"회색 몸통에 노란 점이 많은 회색 얼굴, 노란색과 회색이 섞인 머리깃을 가지고 있고 회색 꼬리깃 중 줄무늬가 있는 노란 깃털이 드문드문 있습니다. 왕관앵무기때문에 볼터치한 것 같은 주황색이 얼굴 양 옆에 있습니다.",http://www.angel.or.kr/report/other/upImg/1562287706_498951800.jpg
212,앵무새 , 수컷 , 2살 , 이름(김밥),2019-06-25,서울특별시 마포구 하중동 한강밤섬자이,"그린퀘이커, 김밥이라고 부르면 대답을 합니다.",http://www.angel.or.kr/report/other/upImg/1561828723_1149716628.jpg
213,앵무새 , 암컷 , 4살 , 이름(코코),2019-06-23,대전광역시 유성구 관평동,"회색앵무, 온발 가운데 발가락 기형 오른발에 인식표 부착",http://www.angel.or.kr/report/other/upImg/1561828730_1805871277.jpg
214,앵무새 , 성별모름 , 1살미만 , 이름(모모),2019-06-19,서울특별시 양천구 신정4동 세승빌라 근처( 신정역),주먹만한 크기이고 발목에 13이 써있는 발목링을 하고 있습니다. 사람이나 움직이는 것을 보면 관심을 보이며 달려듭니다.,
215,앵무새 , 성별모름 , 1살미만 , 이름(봉남이),2019-05-31,경기도 시흥시 정왕2동 요진아파트,"썬코뉴어 앵무새, 멀리 날지못하게 날개를(윙컷)잘렸음",http://www.angel.or.kr/report/other/upImg/1559798764_1727453738.jpg
216,앵무새 , 성별모름 , 1살미만 , 이름(봉남),2019-05-31,경기도 시흥시 정왕2동 요진아파트,"썬코뉴어 앵무새, 윙컷되어있어 멀리날지못함.",
217,앵무새 , 암컷 , 4살 , 이름(왕관앵무새),2019-06-01,"서울특별시 노원구 하계동 한신코아빌라, 중계 홈플러스 근처, 하계중 근처",몸 전체가 회색빛이고 볼이 빨갛습니다. 머리깃이 있고 날개 끝은 흰색이에요,http://www.angel.or.kr/report/other/upImg/1559477205_419383132.jpg
218,앵무새 , 성별모름 , 2살 , 이름(배영심),2018-05-21,서울특별시 광진구 동의초등학교 인근,왕관앵무새 겁이 많고 스트레스를 받거나 무서우면 영심아 안녕하세요 라고 말합니다,http://www.angel.or.kr/report/other/upImg/1558928853_1509069187.jpg
219,앵무새 , 성별모름 , 1살미만 , 이름(망고),2019-05-16,경기도 의정부시 신곡2동 극동동성아파트,전체가 노란색이며 가슴과 머리는 주황+빨강색입니다. 사람을 좋아하는데 처음보는 사람은 잘 따르지않습니다. 목청이 좋아서 쩌렁쩌렁하게 웁니다.,http://www.angel.or.kr/report/other/upImg/1558079425_576470889.jpg
220,앵무새 , 성별모름 , 2살 , 이름(왕관이),2019-04-20,대구광역시 북구 태전역에서 문요양병원 부근(세차장),겁이많고 사람어깨에 잘 올라가요 머리는 노랗고 윗쪽머리에 털이 없어요 볼이빨갛고 몸은 하얀색이예요 이름 부르면 삑삑 대답하듯이 소리질러요,http://www.angel.or.kr/report/other/upImg/1557978538_1287690019.jpg
221,앵무새 , 성별모름 , 1살미만 , 이름(회색앵무),2019-05-15,경기도 의정부시 의정부시 호국로,"19년 2월생, 꼬리 빨간색, 전체적인 모색 흰색~회색, 사이테스종(국제적 멸종위기종)",http://www.angel.or.kr/report/other/upImg/1557899910_2008371583.jpg
222,앵무새 , 암컷 , 1살 , 이름(홍이랑캔디),2019-05-04,서울특별시 양천구 강서구의회 맞은편 골목,두마리가 같이 다닙니다 남자아이는 초록색에 가슴이 빨갛고 여자아이는 파란색에 가슴이 햐얗습니다,
223,앵무새 , 성별모름 , 2살 , 이름(그레이),2018-04-22,경기도 광주시 경기도 광주시 송정동 413-67 태영하이츠빌 204-102,온몸이 회색이고 볼은 연지곤지 찍어논 마냥 주황색입니다. 왕관앵무라 머리 위 쭈뼛서는 털들이 있는데 호기심이 있을 때 쭈뼛이 서고 흥미가 없을 땐 살포시 내려가있습니다. 지금쯤은 고양이 공격으로 외관상 모습이 변했을 수도 잇는데 회색 왕관앵무만 보시면 제게 제발 연락주세요 너무너무 애타게 찾고있습니다,http://www.angel.or.kr/report/other/upImg/1556169975_128392275.jpg
224,앵무새 , 암컷 , 1살 , 이름(시네),2019-04-15,서울특별시 노원구 마지막 장소는 노원로 26가길 한일 유앤아이아파트 105동 앞 도로변 전봇대입니다,그린 퀘이커 앵무새 전체적으로 빛을받으면 형광연두빛이 도는 초록색 몸통 회색 얼굴과 배 날개는 진한 파랑입니다. 꼬리가 난로에 탄 흔적이 있어요. 발목에 은색 인식표 발목링을 하고 있습니다 시네이름과 제 전화번호가 써있어요 뽀뽀뽀 노래를 좋아해요,http://www.angel.or.kr/report/other/upImg/1555433214_1520849058.jpg
225,앵무새 , 수컷 , 1살 , 이름(사랑앵무애기),2019-04-15,경기도 수원시 권선구 권선구 마트킹 뒷편 주차장에서 옆 주유소까지 날아가 근처를 맴돕니다ㅜ,하늘색 사랑앵무 수컷이며 코 부분이 짙은 파랑색이고 조그만 인기척에도 놀라 날개짓하는 마음이 여린 아이 입니다. 천천히 다가가면 사람손을 많이 두려워 하진 않습니다,http://www.angel.or.kr/report/other/upImg/1555335392_1459778598.jpg
226,앵무새 , 수컷 , 6살 , 이름(파랑이),2019-04-11,서울특별시 강남구 논현동 YMCA 부근,부리부근은 노란색 깃털이고 몸은 청록색 깃털에 꼬리깃이 예쁜 파란색입니다. 사람 손에 길들여지지 않은 터라 만지려 하면 물거나 날라가지만 친한 사람 어깨에서는 떨어지지 않습니다. 모란앵무 샤우팅 소리를 틀어주면 따라합니다.,http://www.angel.or.kr/report/other/upImg/1554909022_1359986009.jpg
227,앵무새 , 성별모름 , 1살 , 이름(알콩이),2019-04-04,인천광역시 남동구 인천 논현동 한화에코메트로 11단지,파인애플색 앵무새입니다 발목에 영문이랑 숫자가 적힌 발찌를하고있어요,http://www.angel.or.kr/report/other/upImg/1554689553_2102983206.jpg
228,페럿 , 수컷 , 1살미만 , 이름(라떼),2019-04-02,인천광역시 동구 송현동 송현1차아파트,활동적 호기심 많음,http://www.angel.or.kr/report/other/upImg/1554482378_1325078616.jpg
229,페럿 , 수컷 , 1살미만 , 이름(김꽃돌),2019-04-03,강원도 춘천시 퇴계동 동심 공인중계사 뒤,발랄하고 호기심이 많으며 좁은공간이나 구석을 많이 좋아함,http://www.angel.or.kr/report/other/upImg/1554258510_1259388508.jpg
230,앵무새 , 성별모름 , 나이모름 , 이름(멍구),2019-03-14,서울특별시 도봉구 도봉2동 서원아파트인근,그린칙코뉴어 입니다.,http://www.angel.or.kr/report/other/upImg/1552904147_1229167777.jpg
231,앵무새 , 수컷 , 5살 , 이름(왕관앵무새),2019-03-13,"대구광역시 북구 매천동 휴먼시아 아파트 1단지,2단지 또는 그 인근",삐삐와 까까입니다 회색 왕관앵무새입니다 이름을 부르면 대답을 합니다 하루 종일 굶어서 아파트위론 못다니고 5미터 높이정도로 납니다,http://www.angel.or.kr/report/other/upImg/1552904152_304290065.jpg
232,앵무새 , 암컷 , 나이모름 , 이름(짱이),2019-03-13,서울특별시 강서구 등촌1동 백석초등학교 부근,박수를 지면 춤을 추는 작은 앵무새 입니다,http://www.angel.or.kr/report/other/upImg/1552450608_233385068.jpg
233,앵무새 , 수컷 , 1살미만 , 이름(코뉴어앵무새),2019-03-05,인천광역시 부평구 부평여고 부근,윙컷한 상태에서 새로 나온 날개깃이 양쪽에 3개씩 있습니다 친화력이 좋아서 낮을 가리지 않습니다,http://www.angel.or.kr/report/other/upImg/1551781675_1055927047.jpg
234,앵무새 , 수컷 , 1살미만 , 이름(토토),2019-02-05,서울특별시 관악구 봉천동 봉신교회 부근,왕관앵무새 노멀 회색 몸통에 주황색볼 노란우관,http://www.angel.or.kr/report/other/upImg/1549555187_714713713.jpg
235,앵무새 , 성별모름 , 1살미만 , 이름(모모),2019-01-24,전라북도 전주시 완산구 남노송동,"꼬리 포함 몸길이 약25cm, 윙컷X, 부리 껍질이 일어나있고 발톱이 깁니다. 새똥을 잘 묻히고 다녀 깃털에 새똥이 묻어있을 수 있습니다. 말을 할 줄 모르며 이름을 불러도 못 알아들을 가능성이 있습니다. 입질이 있습니다. 머리 : 회색, 등 : 초록색, 꼬리 : 붉은색, 가슴 : 노란색, 배 : 주황색",http://www.angel.or.kr/report/other/upImg/1548676594_1260166615.jpg
236,앵무새 , 수컷 , 1살미만 , 이름(그린퀘이커),2019-01-18,충청북도 충주시 세계무술공원 세계무술박물관 근처,"그린퀘이커, 배쪽은 하얀색이며 등족관머리는 초록색입니다. 누가봐도 평소에보이던 새는 아니니까 초록색 새면은 아마 맞을겁니다.",http://www.angel.or.kr/report/other/upImg/1547805193_1981727859.jpg
237,앵무새 , 성별모름 , 1살 , 이름(댕댕이),2018-01-13,경기도 부천시 원미구 춘의역 6번출구 국민은행 부근,오른쪽 발에 링이 채워져 있습니다.,http://www.angel.or.kr/report/other/upImg/1547537301_632010413.jpg
238,앵무새 , 수컷 , 1살 , 이름(코니),2018-12-30,경기도 부천시 원미구 역곡동 부천동부센트레빌 2차정문앞에서 잃어버림,코뉴어 앵무새이며 그린칙 종류입니다. 왼발에 금발찌가 있습니다. 발찌에 영문으로 cong이라고 적혀있습니다. 안녕하세요라는 말도 합니다.,http://www.angel.or.kr/report/other/upImg/1546405847_1354060247.jpg
239,앵무새 , 수컷 , 1살 , 이름(도도),2018-12-14,충청북도 청주시 흥덕구 복대1동 죽천교 근처,"부리가 조금 갈라졌습니다. 배부분이 빨갛습니다. 겉은 녹색, 안쪽 날개깃은 파란색입니다.",http://www.angel.or.kr/report/other/upImg/1545472994_493684599.jpg
240,앵무새 , 암컷 , 5살 , 이름(코코),2018-12-13,경기도 안양시 동안구 안양 종합운동장 정문 맞은편 그레마커피 부근,노란색 왕관앵무입니다 12.13일 오후 4시20분경문 밖으로 나가버렸습니다 마지막으로 본 모습은 안양 종합운동장 정문 건너편 그레마 커피 근처에요 윙컷하지않아 고공비행해서 날아가는 모습 쫓다가 놓쳤습니다 조용한성격이고 가끔 삑삑 하고 잘울어요 보호하시거나 목격하신분은 꼭 연락부탁드립니다.. 꼭 사례하겠습니다 010.9172.5464 010.8926.0068,http://www.angel.or.kr/report/other/upImg/1545472970_1281735902.jpg
241,앵무새 , 암컷 , 5살 , 이름(까미),2018-11-15,경기도 광주시 목현동(약수터주유소),다른 왕관앵무에비해 발이크고 여자분이나어린아이를 좋아해 어깨에 잘앉습니다,http://www.angel.or.kr/report/other/upImg/1542676412_1568137241.jpg
242,앵무새 , 암컷 , 1살미만 , 이름(채리),2018-10-24,서울특별시 서초구 서울특별시 서초구 방배동 카페골목 유경약국 쪽,회색깔 몸에 주황색 볼터치 잘 날라다니고 빠름 크기는 손바닥만으로 하며 작음 앵무새 종 : 왕관앵무새,http://www.angel.or.kr/report/other/upImg/1540517778_1339599971.jpg
243,앵무새 , 수컷 , 10살 , 이름(짹짹이찍찍이앵주),2018-10-23,"대전광역시 중구 석교동 코사마트,(계수약국 안쪽으로 들어오다보면나옴)","사람을 잘따름, 항상 졸림 화이트페이스 왕관앵무",http://www.angel.or.kr/report/other/upImg/1544423136_1790963024.jpg
244,앵무새 , 성별모름 , 1살미만 , 이름(희망이),2018-10-01,전라북도 전주시 완산구 서신동 고사평 1길,왕관앵무 노멀 보는 사람 기준으로 정면에서 보면 오른쪽 발이 기형입니다. 희망아 하고 이름을 부르면 알아듣고 대답하며 사람을 물긴 하지만 많이 아프지 않고 사람을 잘 따릅니다. 윙컷이 되어있습니다. 꼬리 양쪽 맨 끝의 노란 깃털이 자라나는 중입니다.,http://www.angel.or.kr/report/other/upImg/1538727419_331771698.jpg
245,앵무새 , 암컷 , 11살 , 이름(똘똘이뽀삐),2018-09-28,서울특별시 관악구 신림동 남강중학교 인근 주택가,모란앵무 골든체리 품종으로 똘똘이와 뽀비 2마리입니다. 전체적으로 노란색 몸체에 머리와 가슴이 붉은 색입니다. 똘똘이는 입질이 조금 있고 뽀삐는 얌전합니다.,http://www.angel.or.kr/report/other/upImg/1538621338_938426223.jpg
246,앵무새 , 성별모름 , 1살 , 이름(왕관앵무새),2018-09-16,경기도 광명시 철산복지관앞,"윙컷안해서 잘 날아다녀요. 꼬리깃부분 살짝 지저분해요. 어깨에 잘 앉아요. 많이 울지않고, 손을 대면 얼굴 쓰다듬어 달라고 와요.",http://www.angel.or.kr/report/other/upImg/1539491603_242289189.jpg
247,앵무새 , 수컷 , 3살 , 이름(앵무),2018-09-23,서울특별시 성북구 장위초등학교 근처,"모란앵무, 윙컷을 하지않았고 사진관에서 새장에 넣지않고 자유롭게 날아다니며 살아서 사람을 잘따름니다. 목소리가 유달리 크고 지나는 사람어깨에도 잘앉습니다.",http://www.angel.or.kr/report/other/upImg/1537955882_1307868045.jpg
248,앵무새 , 수컷 , 7살 , 이름(아마존앵무새),2018-09-22,울산광역시 남구 웰츠타워 근처,사람 팔뚝보다 조금 작은 앵무새구요 연두색에 말을 잘하는편입니다,http://www.angel.or.kr/report/other/upImg/1537591376_313558984.jpg
249,앵무새 , 암컷 , 2살 , 이름(하루),2018-09-11,충청북도 청주시 상당구 율량동 실루엣아파트 부근,"뚜비(수컷이름), 안녕하세요, 아이구 이뻐라, 뽀뽀 등 간단한 말을 합니다. 사람을 워낙 안따르고 입질이 심한 편 입니다.",http://www.angel.or.kr/report/other/upImg/1536896000_1950596965.jpg
250,앵무새 , 암컷 , 1살 , 이름(자야),2018-09-07,경기도 동두천시 생연동 보영여중고교 주변,태어났을때부터 사람손에 길들여진아이라 사람을 좋아합니다 털색은 노란빛이나고있고 말을잘하는편입니다그리고 다른새와달리목소리가 큰편입니다,
251,앵무새 , 수컷 , 2살 , 이름(헐크),2018-09-06,경기도 안산시 상록구 고잔동 푸르지오1차 아파트,"전체적으로 초록 깃털에 날개밑 털은 주황 및 노랑색입니다. 부리도 주황빛이구요. 이름 알아듣고, 몇가지 소리를 냅니다. 아침에 소리를 지릅니다.",http://www.angel.or.kr/report/other/upImg/1536296701_1082073004.jpg
252,앵무새 , 수컷 , 3살 , 이름(누렁이),2018-08-10,서울특별시 노원구 월계동 한양아파트 근처 주택가 옥상,골든체리 모란앵무로 전체 노란색에 얼굴과목부분 빨간색 왼쪽눈부분 테두리 약간뜯겨있고 윙컷 안되어있음 사람 어깨나머리위에올라가는걸좋아함,http://www.angel.or.kr/report/other/upImg/1536066297_2060901802.jpg
253,앵무새 , 수컷 , 3살 , 이름(세미),2018-09-02,서울특별시 구로구 서울시 구로구 개봉로17나길 61-6 (개봉2동 경로당 근처),"세네갈 앵무. 낯선사람에게 공격적이고, 윙컷해서 잘 날지는 못합니다. 건물 3층 옥상 높이에서 날아가서 좀 멀리 갔을 수도 있습니다.",http://www.angel.or.kr/report/other/upImg/1536018466_154840187.jpg
254,앵무새 , 암컷 , 6살 , 이름(콩이),2018-08-30,경상북도 칠곡군 왜관읍 삼성아파트 단지 내,"그린칙코뉴어 앵무새로 길이 약25cm 진회색머리, 녹색날개 긴꼬리",http://www.angel.or.kr/report/other/upImg/1535712225_149307058.jpg
255,파충류(블랙 하우스 스네이크) , 수컷 , 3살 , 이름(닉스),2018-08-01,인천광역시 동구 화수동 화도로,검은색에 빛을 비추면 푸른빛을 띄는 뱀입니다 80센티정도 되는 소형뱀이며 가끔 녹빛으로 색이.변하기도 합니다. 독이 없고 겁이많아 사람을보면 도망치거나 가만히 굳습니다 절때 물지 않는 아이에요,http://www.angel.or.kr/report/other/upImg/1535381200_1851788908.jpg
256,앵무새 , 성별모름 , 1살미만 , 이름(호두),2018-08-20,서울특별시 강동구 10단지 1005동 앞에서,사람을 좋아하고 높은곳에서 꽥꽥대는걸 좋아합니다,http://www.angel.or.kr/report/other/upImg/1534768297_2032577115.jpg
257,조류(비둘기) , 성별모름 , 나이모름 , 이름(비둘기),2018-08-17,"서울특별시 강남구 강남구 삼성역 4번출구 부근 주택가, 휘문고 부근",한쪽 날개와 다리에 초록색 기브스를 하고있음. 거동 불편,http://www.angel.or.kr/report/other/upImg/1534567764_1358786319.jpg
258,앵무새 , 성별모름 , 1살미만 , 이름(로지),2018-08-15,부산광역시 남구 부경대정문맞은편 원룸촌,"하늘색 퀘이커앵무, 이름부르면 대답할수도있습니다.. 윙컷한지 두달쯤되어 낮게 납니다. 백미터정도 빠르게 날수있습니다. 사진만찍어서보내주셔도 십만원 사례하겠습니다. 살아있는지라도 알고싶은마음 입니다..",http://www.angel.or.kr/report/other/upImg/1534376727_493327463.jpg
259,앵무새 , 수컷 , 1살 , 이름(시루),2018-06-21,부산광역시 수영구 광일로49 비치그린 단지내,※반애조이며 낯가림이 있고 처음보는 사람에게는 입질하는아이입니다 ※실종시기가 오래되어 깃상태가 많이 안좋을수있습니다(자해 가능성) ※국제적 멸종위기종(Cites) 2급으로 환경청 허가없이는 사육불가능한 아이입니다 보호중이거나 키우시고있는경우 보호소 인계를 요청드립니다,http://www.angel.or.kr/report/other/upImg/1533888665_300314004.jpg
260,앵무새 , 성별모름 , 2살 , 이름(코코),2018-08-06,대전광역시 대덕구 엑슬루타워 111동 38층,"블루퀘이커 털은하늘빛에 파스텔블로루 믹스되있고,왼쪽아랫부리가 싸우다다쳐 홈이 파여 있어요. 사람울잘따르고 똑똑합니다.",http://www.angel.or.kr/report/other/upImg/1533700242_1682385415.jpg
261,앵무새 , 성별모름 , 1살 , 이름(짹짹이),2018-08-05,경기도 남양주시 화도읍 마석우리 한림골든팰리스 2차 C동 401호,다른 왕관앵무의 비해 머리깃이 짧으며 온몸의 털이 노란색이며 볼쪽에만 연지곤지 처럼 빨간색의 털이 있습니다 꼬리깃이 가운데 한쪽 빼고 가위로 잘려져 있으며 윙컷을 하지 않았고 사람은 잘 따르지만 겁이 많습니다. 놀이터나 풀숲에서 놀고있을수도 있으니 제발 주의깊이 살펴주시길 바랍니다 (특히 소면과 쌀을 좋아합니다.),http://www.angel.or.kr/report/other/upImg/1533539409_1621447373.jpg
262,앵무새 , 암컷 , 1살미만 , 이름(블루),2018-07-17,부산광역시 수영구 광일로 49 비치그린 아파트,윙컷안되어있고 사람손을 탑니다 날개위쪽에 펄무늬가 나 있어요 키우시고 있다면 카카오톡으로 제보주시거나 보호소로 연락을 부탁드립니다,http://www.angel.or.kr/report/other/upImg/1533893498_1494400784.jpg
263,앵무새 , 성별모름 , 1살 , 이름(루키),2018-07-27,경기도 고양시 일산서구 일산1동 동양아파트,머리부분 노란색 전체적으로 초록색입니다 밥톱1개 없습니다,http://www.angel.or.kr/report/other/upImg/1532745670_1644907864.jpg
264,앵무새 , 암컷 , 3살 , 이름(예삐),2018-07-24,세종특별자치시 전체 세종시 나성동 새뜸마을14단지,"알을7개품고있던중인데 창문열린사이 날아갔어요,전체적으로연노렁에 등쪽에 연회색과희색의 펄이등무늬가 있어요. 사람을무서워해요.",http://www.angel.or.kr/report/other/upImg/1532573714_1070180207.jpg
